D (mm),B (mm),B1 (mm),t (mm),Lsl (mm),Wsl (mm),Ssl (mm),Bsl (mm),N,n,Fy (MPa),BC,r (mm),a/h,hst (mm),Vcr (N)
200,45,13,2,75,5,100,7.5,2,6,500,1,4,1,0,16079.1
200,45,13,2,75,5,115,7.5,2,6,500,1,4,1,0,19252.4
200,45,13,2,75,5,85,9.5,2,6,500,1,4,1,0,17064.8
200,45,13,2,75,5,115,9.5,2,6,500,1,4,1,0,22299.2
200,45,13,2,75,5,85,11.5,2,6,500,1,4,1,0,19372.8
200,45,13,2,75,5,100,11.5,2,6,500,1,4,1,0,20851.2
200,45,13,2,75,5,115,11.5,2,6,500,1,4,1,0,23936.6
250,65,13,2,75,5,85,7.5,2,6,500,1,4,1,0,11907.1
250,65,13,2,75,5,100,7.5,2,6,500,1,4,1,0,12794.0
250,65,13,2,75,5,115,7.5,2,6,500,1,4,1,0,14847.8
250,65,13,2,75,5,85,9.5,2,6,500,1,4,1,0,14518.5
250,65,13,2,75,5,115,9.5,2,6,500,1,4,1,0,18032.6
250,65,13,2,75,5,85,11.5,2,6,500,1,4,1,0,16732.6
250,65,13,2,75,5,100,11.5,2,6,500,1,4,1,0,17040.7
250,65,13,2,75,5,115,11.5,2,6,500,1,4,1,0,19708.5
250,65,13,2,75,5,85,7.5,2,8,500,1,4,1,0,11268.2
250,65,13,2,75,5,100,7.5,2,8,500,1,4,1,0,11591.6
250,65,13,2,75,5,115,7.5,2,8,500,1,4,1,0,12718.6
250,65,13,2,75,5,85,9.5,2,8,500,1,4,1,0,13487.8
250,65,13,2,75,5,115,9.5,2,8,500,1,4,1,0,15159.0
250,65,13,2,75,5,85,11.5,2,8,500,1,4,1,0,15801.9
250,65,13,2,75,5,100,11.5,2,8,500,1,4,1,0,14322.5
250,65,13,2,75,5,115,11.5,2,8,500,1,4,1,0,16497.2
200,45,13,1,75,5,85,7.5,2,6,500,1,2,1,0,1808.3
200,45,13,1,75,5,100,7.5,2,6,500,1,2,1,0,1943.7
200,45,13,1,75,5,115,7.5,2,6,500,1,2,1,0,2158.5
200,45,13,1,75,5,85,9.5,2,6,500,1,2,1,0,2122.6
200,45,13,1,75,5,115,9.5,2,6,500,1,2,1,0,2549.7
200,45,13,1,75,5,85,11.5,2,6,500,1,2,1,0,2414.4
200,45,13,1,75,5,100,11.5,2,6,500,1,2,1,0,2512.4
200,45,13,1,75,5,115,11.5,2,6,500,1,2,1,0,2801.6
250,65,13,1,75,5,85,7.5,2,6,500,1,2,1,0,1479.8
250,65,13,1,75,5,100,7.5,2,6,500,1,2,1,0,1610.2
250,65,13,1,75,5,115,7.5,2,6,500,1,2,1,0,1855.1
250,65,13,1,75,5,85,9.5,2,6,500,1,2,1,0,1770.1
250,65,13,1,75,5,115,9.5,2,6,500,1,2,1,0,2214.3
250,65,13,1,75,5,85,11.5,2,6,500,1,2,1,0,1994.4
250,65,13,1,75,5,100,11.5,2,6,500,1,2,1,0,2251.6
250,65,13,1,75,5,115,11.5,2,6,500,1,2,1,0,2404.6
250,65,13,1,75,5,85,7.5,2,8,500,1,2,1,0,1404.1
250,65,13,1,75,5,100,7.5,2,8,500,1,2,1,0,1476.7
250,65,13,1,75,5,115,7.5,2,8,500,1,2,1,0,1605.9
250,65,13,1,75,5,85,9.5,2,8,500,1,2,1,0,1665.9
250,65,13,1,75,5,115,9.5,2,8,500,1,2,1,0,1885.2
250,65,13,1,75,5,85,11.5,2,8,500,1,2,1,0,1923.9
250,65,13,1,75,5,100,11.5,2,8,500,1,2,1,0,1990.9
250,65,13,1,75,5,115,11.5,2,8,500,1,2,1,0,2041.3
200,45,13,3,75,5,85,7.5,2,6,500,1,6,1,0,48196.1
200,45,13,3,75,5,100,7.5,2,6,500,1,6,1,0,53694.1
200,45,13,3,75,5,115,7.5,2,6,500,1,6,1,0,62800.0
200,45,13,3,75,5,85,9.5,2,6,500,1,6,1,0,56288.3
200,45,13,3,75,5,115,9.5,2,6,500,1,6,1,0,72774.1
200,45,13,3,75,5,85,11.5,2,6,500,1,6,1,0,63487.6
200,45,13,3,75,5,100,11.5,2,6,500,1,6,1,0,68812.6
200,45,13,3,75,5,115,11.5,2,6,500,1,6,1,0,78001.0
250,65,13,3,75,5,85,7.5,2,6,500,1,6,1,0,40706.3
250,65,13,3,75,5,100,7.5,2,6,500,1,6,1,0,42674.0
250,65,13,3,75,5,115,7.5,2,6,500,1,6,1,0,49729.7
250,65,13,3,75,5,85,9.5,2,6,500,1,6,1,0,49386.9
250,65,13,3,75,5,115,9.5,2,6,500,1,6,1,0,59772.6
250,65,13,3,75,5,85,11.5,2,6,500,1,6,1,0,56728.5
250,65,13,3,75,5,100,11.5,2,6,500,1,6,1,0,56142.0
250,65,13,3,75,5,115,11.5,2,6,500,1,6,1,0,64925.3
250,65,13,3,75,5,85,7.5,2,8,500,1,6,1,0,38742.7
250,65,13,3,75,5,100,7.5,2,8,500,1,6,1,0,38716.0
250,65,13,3,75,5,115,7.5,2,8,500,1,6,1,0,42411.0
250,65,13,3,75,5,85,9.5,2,8,500,1,6,1,0,46157.7
250,65,13,3,75,5,115,9.5,2,8,500,1,6,1,0,50417.7
250,65,13,3,75,5,85,11.5,2,8,500,1,6,1,0,53585.1
250,65,13,3,75,5,100,11.5,2,8,500,1,6,1,0,47429.1
250,65,13,3,75,5,115,11.5,2,8,500,1,6,1,0,54578.4
150,45,13,1,60,3,100,9.5,1,6,500,2,2,1,0,7108.1
150,45,13,1,75,3,100,9.5,1,6,500,2,2,1,0,4170.0
150,45,13,1,90,3,100,9.5,1,6,500,2,2,1,0,2531.5
150,45,13,1,60,5,100,9.5,1,6,500,2,2,1,0,5979.0
150,45,13,1,75,5,100,9.5,1,6,500,2,2,1,0,3306.6
150,45,13,1,90,5,100,9.5,1,6,500,2,2,1,0,2083.8
150,45,13,1,60,7,100,9.5,1,6,500,2,2,1,0,5091.0
150,45,13,1,75,7,100,9.5,1,6,500,2,2,1,0,2577.5
150,45,13,1,90,7,100,9.5,1,6,500,2,2,1,0,1755.0
150,45,13,1,60,3,100,9.5,2,6,500,2,2,1,0,7274.5
150,45,13,1,75,3,100,9.5,2,6,500,2,2,1,0,4137.8
150,45,13,1,90,3,100,9.5,2,6,500,2,2,1,0,1995.3
150,45,13,1,60,5,100,9.5,2,6,500,2,2,1,0,6443.0
150,45,13,1,75,5,100,9.5,2,6,500,2,2,1,0,3182.5
150,45,13,1,90,5,100,9.5,2,6,500,2,2,1,0,1574.9
150,45,13,1,60,7,100,9.5,2,6,500,2,2,1,0,5294.6
150,45,13,1,75,7,100,9.5,2,6,500,2,2,1,0,2553.2
150,45,13,1,90,7,100,9.5,2,6,500,2,2,1,0,1349.8
150,45,13,1,60,3,100,9.5,1,8,500,2,2,1,0,6570.1
150,45,13,1,75,3,100,9.5,1,8,500,2,2,1,0,3435.8
150,45,13,1,90,3,100,9.5,1,8,500,2,2,1,0,1817.4
150,45,13,1,60,5,100,9.5,1,8,500,2,2,1,0,5362.6
150,45,13,1,75,5,100,9.5,1,8,500,2,2,1,0,2664.1
150,45,13,1,90,5,100,9.5,1,8,500,2,2,1,0,1485.4
150,45,13,1,60,7,100,9.5,1,8,500,2,2,1,0,4055.8
150,45,13,1,75,7,100,9.5,1,8,500,2,2,1,0,2195.1
150,45,13,1,90,7,100,9.5,1,8,500,2,2,1,0,1279.4
150,45,13,2,60,3,100,9.5,1,6,500,2,4,1,0,56493.3
150,45,13,2,75,3,100,9.5,1,6,500,2,4,1,0,32828.2
150,45,13,2,90,3,100,9.5,1,6,500,2,4,1,0,21041.6
150,45,13,2,60,5,100,9.5,1,6,500,2,4,1,0,48034.6
150,45,13,2,75,5,100,9.5,1,6,500,2,4,1,0,25742.1
150,45,13,2,90,5,100,9.5,1,6,500,2,4,1,0,17180.5
150,45,13,2,60,7,100,9.5,1,6,500,2,4,1,0,41452.4
150,45,13,2,75,7,100,9.5,1,6,500,2,4,1,0,19632.8
150,45,13,2,90,7,100,9.5,1,6,500,2,4,1,0,14309.5
150,45,13,2,60,3,100,9.5,2,6,500,2,4,1,0,58408.6
150,45,13,2,75,3,100,9.5,2,6,500,2,4,1,0,32565.6
150,45,13,2,90,3,100,9.5,2,6,500,2,4,1,0,16057.3
150,45,13,2,60,5,100,9.5,2,6,500,2,4,1,0,51529.5
150,45,13,2,75,5,100,9.5,2,6,500,2,4,1,0,24468.7
150,45,13,2,90,5,100,9.5,2,6,500,2,4,1,0,12598.5
150,45,13,2,60,7,100,9.5,2,6,500,2,4,1,0,43186.8
150,45,13,2,75,7,100,9.5,2,6,500,2,4,1,0,19037.6
150,45,13,2,90,7,100,9.5,2,6,500,2,4,1,0,10667.8
150,45,13,2,60,3,100,9.5,1,8,500,2,4,1,0,52598.4
150,45,13,2,75,3,100,9.5,1,8,500,2,4,1,0,27058.1
150,45,13,2,90,3,100,9.5,1,8,500,2,4,1,0,14682.7
150,45,13,2,60,5,100,9.5,1,8,500,2,4,1,0,43301.0
150,45,13,2,75,5,100,9.5,1,8,500,2,4,1,0,20613.3
150,45,13,2,90,5,100,9.5,1,8,500,2,4,1,0,11931.9
150,45,13,2,60,7,100,9.5,1,8,500,2,4,1,0,33693.3
150,45,13,2,75,7,100,9.5,1,8,500,2,4,1,0,16684.5
150,45,13,2,90,7,100,9.5,1,8,500,2,4,1,0,10148.6
150,45,13,3,60,3,100,9.5,1,6,500,2,6,1,0,188339.8
150,45,13,3,75,3,100,9.5,1,6,500,2,6,1,0,96289.1
150,45,13,3,90,3,100,9.5,1,6,500,2,6,1,0,81959.2
150,45,13,3,60,5,100,9.5,1,6,500,2,6,1,0,159731.4
150,45,13,3,75,5,100,9.5,1,6,500,2,6,1,0,80140.5
150,45,13,3,90,5,100,9.5,1,6,500,2,6,1,0,68317.2
150,45,13,3,60,7,100,9.5,1,6,500,2,6,1,0,134062.4
150,45,13,3,75,7,100,9.5,1,6,500,2,6,1,0,64479.1
150,45,13,3,90,7,100,9.5,1,6,500,2,6,1,0,21136.5
150,45,13,3,60,3,100,9.5,2,6,500,2,6,1,0,195908.1
150,45,13,3,75,3,100,9.5,2,6,500,2,6,1,0,89044.7
150,45,13,3,90,3,100,9.5,2,6,500,2,6,1,0,65738.1
150,45,13,3,60,5,100,9.5,2,6,500,2,6,1,0,170979.4
150,45,13,3,75,5,100,9.5,2,6,500,2,6,1,0,69886.6
150,45,13,3,90,5,100,9.5,2,6,500,2,6,1,0,53082.4
150,45,13,3,60,7,100,9.5,2,6,500,2,6,1,0,141829.4
150,45,13,3,75,7,100,9.5,2,6,500,2,6,1,0,58142.4
150,45,13,3,90,7,100,9.5,2,6,500,2,6,1,0,31340.6
150,45,13,3,60,3,100,9.5,1,8,500,2,6,1,0,175580.7
150,45,13,3,75,3,100,9.5,1,8,500,2,6,1,0,77453.0
150,45,13,3,90,3,100,9.5,1,8,500,2,6,1,0,60276.6
150,45,13,3,60,5,100,9.5,1,8,500,2,6,1,0,143169.1
150,45,13,3,75,5,100,9.5,1,8,500,2,6,1,0,63567.9
150,45,13,3,90,5,100,9.5,1,8,500,2,6,1,0,50342.9
150,45,13,3,60,7,100,9.5,1,8,500,2,6,1,0,110156.1
150,45,13,3,75,7,100,9.5,1,8,500,2,6,1,0,54697.9
150,45,13,3,90,7,100,9.5,1,8,500,2,6,1,0,29894.2
200,45,13,1,60,3,100,9.5,1,6,500,2,2,1,0,5892.8
200,45,13,1,75,3,100,9.5,1,6,500,2,2,1,0,3767.0
200,45,13,1,90,3,100,9.5,1,6,500,2,2,1,0,2613.5
200,45,13,1,60,5,100,9.5,1,6,500,2,2,1,0,5072.7
200,45,13,1,75,5,100,9.5,1,6,500,2,2,1,0,3122.0
200,45,13,1,90,5,100,9.5,1,6,500,2,2,1,0,2104.9
200,45,13,1,60,7,100,9.5,1,6,500,2,2,1,0,3991.1
200,45,13,1,75,7,100,9.5,1,6,500,2,2,1,0,2161.3
200,45,13,1,90,7,100,9.5,1,6,500,2,2,1,0,1672.8
200,45,13,1,60,3,100,9.5,2,6,500,2,2,1,0,5715.0
200,45,13,1,75,3,100,9.5,2,6,500,2,2,1,0,3737.5
200,45,13,1,90,3,100,9.5,2,6,500,2,2,1,0,2340.7
200,45,13,1,60,5,100,9.5,2,6,500,2,2,1,0,5112.6
200,45,13,1,75,5,100,9.5,2,6,500,2,2,1,0,2875.0
200,45,13,1,90,5,100,9.5,2,6,500,2,2,1,0,1865.4
200,45,13,1,60,7,100,9.5,2,6,500,2,2,1,0,4063.0
200,45,13,1,75,7,100,9.5,2,6,500,2,2,1,0,2085.1
200,45,13,1,90,7,100,9.5,2,6,500,2,2,1,0,1620.3
200,45,13,1,60,3,100,9.5,1,8,500,2,2,1,0,5127.4
200,45,13,1,75,3,100,9.5,1,8,500,2,2,1,0,3121.0
200,45,13,1,90,3,100,9.5,1,8,500,2,2,1,0,2039.9
200,45,13,1,60,5,100,9.5,1,8,500,2,2,1,0,4213.9
200,45,13,1,75,5,100,9.5,1,8,500,2,2,1,0,2448.0
200,45,13,1,90,5,100,9.5,1,8,500,2,2,1,0,1667.3
200,45,13,1,60,7,100,9.5,1,8,500,2,2,1,0,3063.7
200,45,13,1,75,7,100,9.5,1,8,500,2,2,1,0,1836.7
200,45,13,1,90,7,100,9.5,1,8,500,2,2,1,0,1484.1
200,45,13,1,60,3,100,9.5,2,8,500,2,2,1,0,5555.5
200,45,13,1,75,3,100,9.5,2,8,500,2,2,1,0,2901.9
200,45,13,1,90,3,100,9.5,2,8,500,2,2,1,0,1663.6
200,45,13,1,60,5,100,9.5,2,8,500,2,2,1,0,4675.3
200,45,13,1,75,5,100,9.5,2,8,500,2,2,1,0,2136.3
200,45,13,1,90,5,100,9.5,2,8,500,2,2,1,0,1279.0
200,45,13,1,60,7,100,9.5,2,8,500,2,2,1,0,3400.8
200,45,13,1,75,7,100,9.5,2,8,500,2,2,1,0,1607.7
200,45,13,1,90,7,100,9.5,2,8,500,2,2,1,0,1041.4
200,45,13,1,60,3,100,9.5,1,12,500,2,2,1,0,4441.2
200,45,13,1,75,3,100,9.5,1,12,500,2,2,1,0,2511.8
200,45,13,1,90,3,100,9.5,1,12,500,2,2,1,0,1528.2
200,45,13,1,60,5,100,9.5,1,12,500,2,2,1,0,3486.3
200,45,13,1,75,5,100,9.5,1,12,500,2,2,1,0,1917.0
200,45,13,1,90,5,100,9.5,1,12,500,2,2,1,0,1243.2
200,45,13,1,60,7,100,9.5,1,12,500,2,2,1,0,2326.6
200,45,13,1,75,7,100,9.5,1,12,500,2,2,1,0,1587.9
200,45,13,1,90,7,100,9.5,1,12,500,2,2,1,0,1121.8
200,45,13,2,60,3,100,9.5,1,6,500,2,4,1,0,47135.4
200,45,13,2,75,3,100,9.5,1,6,500,2,4,1,0,29611.0
200,45,13,2,90,3,100,9.5,1,6,500,2,4,1,0,21294.9
200,45,13,2,60,5,100,9.5,1,6,500,2,4,1,0,40295.0
200,45,13,2,75,5,100,9.5,1,6,500,2,4,1,0,24169.5
200,45,13,2,90,5,100,9.5,1,6,500,2,4,1,0,17055.9
200,45,13,2,60,7,100,9.5,1,6,500,2,4,1,0,30435.1
200,45,13,2,75,7,100,9.5,1,6,500,2,4,1,0,16521.6
200,45,13,2,90,7,100,9.5,1,6,500,2,4,1,0,13547.2
200,45,13,2,60,3,100,9.5,2,6,500,2,4,1,0,46331.7
200,45,13,2,75,3,100,9.5,2,6,500,2,4,1,0,29402.2
200,45,13,2,90,3,100,9.5,2,6,500,2,4,1,0,19073.0
200,45,13,2,60,5,100,9.5,2,6,500,2,4,1,0,41254.7
200,45,13,2,75,5,100,9.5,2,6,500,2,4,1,0,22367.5
200,45,13,2,90,5,100,9.5,2,6,500,2,4,1,0,15245.3
200,45,13,2,60,7,100,9.5,2,6,500,2,4,1,0,32188.7
200,45,13,2,75,7,100,9.5,2,6,500,2,4,1,0,16071.8
200,45,13,2,90,7,100,9.5,2,6,500,2,4,1,0,13499.7
200,45,13,2,60,3,100,9.5,1,8,500,2,4,1,0,41082.5
200,45,13,2,75,3,100,9.5,1,8,500,2,4,1,0,24419.9
200,45,13,2,90,3,100,9.5,1,8,500,2,4,1,0,16536.8
200,45,13,2,60,5,100,9.5,1,8,500,2,4,1,0,33531.6
200,45,13,2,75,5,100,9.5,1,8,500,2,4,1,0,18942.0
200,45,13,2,90,5,100,9.5,1,8,500,2,4,1,0,13493.5
200,45,13,2,60,7,100,9.5,1,8,500,2,4,1,0,23918.5
200,45,13,2,75,7,100,9.5,1,8,500,2,4,1,0,13987.1
200,45,13,2,90,7,100,9.5,1,8,500,2,4,1,0,12050.3
200,45,13,2,60,3,100,9.5,2,8,500,2,4,1,0,44322.6
200,45,13,2,75,3,100,9.5,2,8,500,2,4,1,0,22542.2
200,45,13,2,90,3,100,9.5,2,8,500,2,4,1,0,13835.6
200,45,13,2,60,5,100,9.5,2,8,500,2,4,1,0,37053.5
200,45,13,2,75,5,100,9.5,2,8,500,2,4,1,0,16437.5
200,45,13,2,90,5,100,9.5,2,8,500,2,4,1,0,10729.9
200,45,13,2,60,7,100,9.5,2,8,500,2,4,1,0,26365.9
200,45,13,2,75,7,100,9.5,2,8,500,2,4,1,0,12113.9
200,45,13,2,90,7,100,9.5,2,8,500,2,4,1,0,8787.7
200,45,13,2,60,3,100,9.5,1,12,500,2,4,1,0,35785.5
200,45,13,2,75,3,100,9.5,1,12,500,2,4,1,0,19393.7
200,45,13,2,90,3,100,9.5,1,12,500,2,4,1,0,12653.7
200,45,13,2,60,5,100,9.5,1,12,500,2,4,1,0,27778.6
200,45,13,2,75,5,100,9.5,1,12,500,2,4,1,0,14595.0
200,45,13,2,90,5,100,9.5,1,12,500,2,4,1,0,10402.0
200,45,13,2,60,7,100,9.5,1,12,500,2,4,1,0,17917.6
200,45,13,2,75,7,100,9.5,1,12,500,2,4,1,0,11824.9
200,45,13,2,90,7,100,9.5,1,12,500,2,4,1,0,9588.9
200,45,13,3,60,3,100,9.5,1,6,500,2,6,1,0,160091.9
200,45,13,3,75,3,100,9.5,1,6,500,2,6,1,0,100056.5
200,45,13,3,90,3,100,9.5,1,6,500,2,6,1,0,73419.3
200,45,13,3,60,5,100,9.5,1,6,500,2,6,1,0,136514.6
200,45,13,3,75,5,100,9.5,1,6,500,2,6,1,0,81162.5
200,45,13,3,90,5,100,9.5,1,6,500,2,6,1,0,58216.7
200,45,13,3,60,7,100,9.5,1,6,500,2,6,1,0,102079.9
200,45,13,3,75,7,100,9.5,1,6,500,2,6,1,0,55305.5
200,45,13,3,90,7,100,9.5,1,6,500,2,6,1,0,34127.8
200,45,13,3,60,3,100,9.5,2,6,500,2,6,1,0,159129.7
200,45,13,3,75,3,100,9.5,2,6,500,2,6,1,0,100609.4
200,45,13,3,90,3,100,9.5,2,6,500,2,6,1,0,64921.0
200,45,13,3,60,5,100,9.5,2,6,500,2,6,1,0,143155.5
200,45,13,3,75,5,100,9.5,2,6,500,2,6,1,0,75858.7
200,45,13,3,90,5,100,9.5,2,6,500,2,6,1,0,51374.2
200,45,13,3,60,7,100,9.5,2,6,500,2,6,1,0,114884.8
200,45,13,3,75,7,100,9.5,2,6,500,2,6,1,0,54027.8
200,45,13,3,90,7,100,9.5,2,6,500,2,6,1,0,36832.0
200,45,13,3,60,3,100,9.5,1,8,500,2,6,1,0,141561.0
200,45,13,3,75,3,100,9.5,1,8,500,2,6,1,0,83059.0
200,45,13,3,90,3,100,9.5,1,8,500,2,6,1,0,56351.5
200,45,13,3,60,5,100,9.5,1,8,500,2,6,1,0,116242.6
200,45,13,3,75,5,100,9.5,1,8,500,2,6,1,0,63918.8
200,45,13,3,90,5,100,9.5,1,8,500,2,6,1,0,45562.8
200,45,13,3,60,7,100,9.5,1,8,500,2,6,1,0,83762.2
200,45,13,3,75,7,100,9.5,1,8,500,2,6,1,0,46627.6
200,45,13,3,90,7,100,9.5,1,8,500,2,6,1,0,36117.3
200,45,13,3,60,3,100,9.5,2,8,500,2,6,1,0,153592.4
200,45,13,3,75,3,100,9.5,2,8,500,2,6,1,0,75827.5
200,45,13,3,90,3,100,9.5,2,8,500,2,6,1,0,47552.7
200,45,13,3,60,5,100,9.5,2,8,500,2,6,1,0,130290.7
200,45,13,3,75,5,100,9.5,2,8,500,2,6,1,0,54616.6
200,45,13,3,90,5,100,9.5,2,8,500,2,6,1,0,36615.6
200,45,13,3,60,7,100,9.5,2,8,500,2,6,1,0,94871.2
200,45,13,3,75,7,100,9.5,2,8,500,2,6,1,0,39293.1
200,45,13,3,90,7,100,9.5,2,8,500,2,6,1,0,18644.7
200,45,13,3,60,3,100,9.5,1,12,500,2,6,1,0,126589.8
200,45,13,3,75,3,100,9.5,1,12,500,2,6,1,0,65364.5
200,45,13,3,90,3,100,9.5,1,12,500,2,6,1,0,42622.5
200,45,13,3,60,5,100,9.5,1,12,500,2,6,1,0,99008.1
200,45,13,3,75,5,100,9.5,1,12,500,2,6,1,0,48346.7
200,45,13,3,90,5,100,9.5,1,12,500,2,6,1,0,34550.5
200,45,13,3,60,7,100,9.5,1,12,500,2,6,1,0,64231.1
200,45,13,3,75,7,100,9.5,1,12,500,2,6,1,0,38131.0
200,45,13,3,90,7,100,9.5,1,12,500,2,6,1,0,25306.1
250,65,13,1,60,3,100,9.5,1,6,500,2,2,1,0,5762.7
250,65,13,1,75,3,100,9.5,1,6,500,2,2,1,0,4067.2
250,65,13,1,90,3,100,9.5,1,6,500,2,2,1,0,2325.3
250,65,13,1,60,5,100,9.5,1,6,500,2,2,1,0,5201.4
250,65,13,1,75,5,100,9.5,1,6,500,2,2,1,0,3046.4
250,65,13,1,90,5,100,9.5,1,6,500,2,2,1,0,1782.2
250,65,13,1,60,7,100,9.5,1,6,500,2,2,1,0,4009.9
250,65,13,1,75,7,100,9.5,1,6,500,2,2,1,0,1919.4
250,65,13,1,90,7,100,9.5,1,6,500,2,2,1,0,1384.7
250,65,13,1,60,3,100,9.5,2,6,500,2,2,1,0,5769.7
250,65,13,1,75,3,100,9.5,2,6,500,2,2,1,0,3716.3
250,65,13,1,90,3,100,9.5,2,6,500,2,2,1,0,1996.9
250,65,13,1,60,5,100,9.5,2,6,500,2,2,1,0,5467.8
250,65,13,1,75,5,100,9.5,2,6,500,2,2,1,0,2794.2
250,65,13,1,90,5,100,9.5,2,6,500,2,2,1,0,1592.2
250,65,13,1,60,7,100,9.5,2,6,500,2,2,1,0,4616.9
250,65,13,1,75,7,100,9.5,2,6,500,2,2,1,0,1832.0
250,65,13,1,90,7,100,9.5,2,6,500,2,2,1,0,1293.7
250,65,13,1,60,3,100,9.5,1,8,500,2,2,1,0,5523.5
250,65,13,1,75,3,100,9.5,1,8,500,2,2,1,0,3205.2
250,65,13,1,90,3,100,9.5,1,8,500,2,2,1,0,1796.1
250,65,13,1,60,5,100,9.5,1,8,500,2,2,1,0,4750.9
250,65,13,1,75,5,100,9.5,1,8,500,2,2,1,0,2392.5
250,65,13,1,90,5,100,9.5,1,8,500,2,2,1,0,1471.1
250,65,13,1,60,7,100,9.5,1,8,500,2,2,1,0,3405.3
250,65,13,1,75,7,100,9.5,1,8,500,2,2,1,0,1643.0
250,65,13,1,90,7,100,9.5,1,8,500,2,2,1,0,1242.3
250,65,13,1,60,3,100,9.5,2,8,500,2,2,1,0,5439.9
250,65,13,1,75,3,100,9.5,2,8,500,2,2,1,0,3029.3
250,65,13,1,90,3,100,9.5,2,8,500,2,2,1,0,1704.3
250,65,13,1,60,5,100,9.5,2,8,500,2,2,1,0,4920.3
250,65,13,1,75,5,100,9.5,2,8,500,2,2,1,0,2253.9
250,65,13,1,90,5,100,9.5,2,8,500,2,2,1,0,1414.8
250,65,13,1,60,7,100,9.5,2,8,500,2,2,1,0,3560.5
250,65,13,1,75,7,100,9.5,2,8,500,2,2,1,0,1620.3
250,65,13,1,90,7,100,9.5,2,8,500,2,2,1,0,1220.9
250,65,13,1,60,3,100,9.5,1,12,500,2,2,1,0,4751.5
250,65,13,1,75,3,100,9.5,1,12,500,2,2,1,0,2375.7
250,65,13,1,90,3,100,9.5,1,12,500,2,2,1,0,1379.7
250,65,13,1,60,5,100,9.5,1,12,500,2,2,1,0,3836.6
250,65,13,1,75,5,100,9.5,1,12,500,2,2,1,0,1801.8
250,65,13,1,90,5,100,9.5,1,12,500,2,2,1,0,1195.0
250,65,13,1,60,7,100,9.5,1,12,500,2,2,1,0,2563.6
250,65,13,1,75,7,100,9.5,1,12,500,2,2,1,0,1404.2
250,65,13,1,90,7,100,9.5,1,12,500,2,2,1,0,1099.3
250,65,13,1,60,3,100,9.5,2,12,500,2,2,1,0,4954.8
250,65,13,1,75,3,100,9.5,2,12,500,2,2,1,0,2119.8
250,65,13,1,90,3,100,9.5,2,12,500,2,2,1,0,1179.0
250,65,13,1,60,5,100,9.5,2,12,500,2,2,1,0,4082.5
250,65,13,1,75,5,100,9.5,2,12,500,2,2,1,0,1597.9
250,65,13,1,90,5,100,9.5,2,12,500,2,2,1,0,982.3
250,65,13,1,60,7,100,9.5,2,12,500,2,2,1,0,2649.4
250,65,13,1,75,7,100,9.5,2,12,500,2,2,1,0,1304.7
250,65,13,1,90,7,100,9.5,2,12,500,2,2,1,0,862.6
250,65,13,2,60,3,100,9.5,1,6,500,2,4,1,0,45671.2
250,65,13,2,75,3,100,9.5,1,6,500,2,4,1,0,31898.6
250,65,13,2,90,3,100,9.5,1,6,500,2,4,1,0,18798.4
250,65,13,2,60,5,100,9.5,1,6,500,2,4,1,0,40947.4
250,65,13,2,75,5,100,9.5,1,6,500,2,4,1,0,23488.0
250,65,13,2,90,5,100,9.5,1,6,500,2,4,1,0,14411.1
250,65,13,2,60,7,100,9.5,1,6,500,2,4,1,0,30995.8
250,65,13,2,75,7,100,9.5,1,6,500,2,4,1,0,14712.4
250,65,13,2,90,7,100,9.5,1,6,500,2,4,1,0,11160.8
250,65,13,2,60,3,100,9.5,2,6,500,2,4,1,0,45442.7
250,65,13,2,75,3,100,9.5,2,6,500,2,4,1,0,28636.5
250,65,13,2,90,3,100,9.5,2,6,500,2,4,1,0,16222.0
250,65,13,2,60,5,100,9.5,2,6,500,2,4,1,0,42786.9
250,65,13,2,75,5,100,9.5,2,6,500,2,4,1,0,21378.5
250,65,13,2,90,5,100,9.5,2,6,500,2,4,1,0,12883.9
250,65,13,2,60,7,100,9.5,2,6,500,2,4,1,0,36166.7
250,65,13,2,75,7,100,9.5,2,6,500,2,4,1,0,14007.8
250,65,13,2,90,7,100,9.5,2,6,500,2,4,1,0,10412.9
250,65,13,2,60,3,100,9.5,1,8,500,2,4,1,0,43666.4
250,65,13,2,75,3,100,9.5,1,8,500,2,4,1,0,24726.0
250,65,13,2,90,3,100,9.5,1,8,500,2,4,1,0,14586.9
250,65,13,2,60,5,100,9.5,1,8,500,2,4,1,0,37226.7
250,65,13,2,75,5,100,9.5,1,8,500,2,4,1,0,18398.3
250,65,13,2,90,5,100,9.5,1,8,500,2,4,1,0,11902.2
250,65,13,2,60,7,100,9.5,1,8,500,2,4,1,0,26431.7
250,65,13,2,75,7,100,9.5,1,8,500,2,4,1,0,12548.5
250,65,13,2,90,7,100,9.5,1,8,500,2,4,1,0,9994.3
250,65,13,2,60,3,100,9.5,2,8,500,2,4,1,0,43013.2
250,65,13,2,75,3,100,9.5,2,8,500,2,4,1,0,23894.3
250,65,13,2,90,3,100,9.5,2,8,500,2,4,1,0,13784.6
250,65,13,2,60,5,100,9.5,2,8,500,2,4,1,0,38865.0
250,65,13,2,75,5,100,9.5,2,8,500,2,4,1,0,17597.4
250,65,13,2,90,5,100,9.5,2,8,500,2,4,1,0,11416.2
250,65,13,2,60,7,100,9.5,2,8,500,2,4,1,0,28316.8
